Location_no,Location,Municipality,Province,Region,Country
2552,Nijkerk,Ferwerderadeel,Friesland,"",Nederland
2553,Nijkerk,Nijkerk,Gelderland,"",Nederland
2555,Nijkerkerveen,Nijkerk,Gelderland,"",Nederland
2556,Nijland,Wymbritseradeel,Friesland,"",Nederland
2557,Nijmegen,Nijmegen,Gelderland,"",Nederland
2557,Unknown,Unknown,Unknown,"",Unknown
2558,Nijverdal,Hellendoorn,Overijssel,"",Nederland
2559,Nispen,Roosendaal en Nispen,Noord-Brabant,"",Nederland
2560,Nisse,Nisse,Zeeland,"",Nederland
2561,Nistelrode,Nistelrode,Noord-Brabant,"",Nederland
2562,Nood-Bergum,Tietjerksteradeel,Friesland,"",Nederland
2563,Noorbeek,Noorbeek,Limburg,"",Nederland
2564,Noordbergum,Tietjerksteradeel,Friesland,"",Nederland
2565,Noord-Beveland,Noord-Beveland,Zeeland,"",Nederland
2566,Noordbroek,Noordbroek,Groningen,"",Nederland
2567,Noord-Deurningen,Denekamp,Overijssel,"",Nederland
2568,Noorddijk,Noorddijk,Groningen,"",Nederland
2569,Noordeloos,Noordeloos,Zuid-Holland,"",Nederland
2570,Noordenveld,Noordenveld,Drenthe,"",Nederland
2571,Noorderdrachten,Smallingerland,Friesland,"",Nederland
2572,Noorder-Koggenland,Noorder-Koggenland,Noord-Holland,"",Nederland
2573,Noordgouwe,Noordgouwe,Zeeland,"",Nederland
2574,Noordhorn,Zuidhorn,Groningen,"",Nederland
2575,Noordlaren,Haren,Groningen,"",Nederland
2576,"Noordoostelijke Polder, Openbaar Lichaam","Noordoostelijke Polder, Openbaar Lichaam",Flevoland,"",Nederland
2577,Noordoostpolder,Noordoostpolder,Overijssel,"",Nederland
2578,Noord-Polsbroek,Noord-Polsbroek,Utrecht,"",Nederland
2579,Noord-Scharwoude,Langedijk,Noord-Holland,"",Nederland
2580,Noord-Scharwoude,Noord-Scharwoude,Noord-Holland,"",Nederland
2581,Noord-Sleen,Sleen,Drenthe,"",Nederland
2582,Noord-Waddinxveen,Noord-Waddinxveen,Zuid-Holland,"",Nederland
2583,Noordwelle,Noordwelle,Zeeland,"",Nederland
2584,Noordwijk,Noordwijk,Zuid-Holland,"",Nederland
2585,Noordwijk aan Zee,Noordwijk,Zuid-Holland,"",Nederland
2586,Noordwijk-Binnen,Noordwijk,Zuid-Holland,"",Nederland
2587,Noordwijkerhout,Noordwijkerhout,Zuid-Holland,"",Nederland
2588,Noordwolde,Hemelumer Oldeferd,Friesland,"",Nederland
2589,Noordwolde,Weststellingwerf,Friesland,"",Nederland
2590,Nootdorp,Nootdorp,Zuid-Holland,"",Nederland
2593,Norg,Norg,Drenthe,"",Nederland
2593,Unknown,Unknown,Unknown,"",Unknown
2594,Nuenen,"Nuenen, Gerwen en Nederwetten",Noord-Brabant,"",Nederland
2595,"Nuenen, Gerwen en Nederwetten","Nuenen, Gerwen en Nederwetten",Noord-Brabant,"",Nederland
2596,Nutter,Ootmarsum Ambt,Overijssel,"",Nederland
2597,Nuis,Marum,Groningen,"",Nederland
2598,Nuland,Nuland,Noord-Brabant,"",Nederland
2599,Numansdorp,Numansdorp,Zuid-Holland,"",Nederland
2600,Nunhem,Nunhem,Limburg,"",Nederland
2601,Nunspeet,Ermelo,Gelderland,"",Nederland
2604,Nuth,Nuth,Limburg,"",Nederland
2605,Obbicht,Obbicht en Papenhoven,Limburg,"",Nederland
2606,Obbicht en Papenhoven,Obbicht en Papenhoven,Limburg,"",Nederland
2607,Obdam,Obdam,Noord-Holland,"",Nederland
2611,Ochten,Echteld,Gelderland,"",Nederland
2615,Odijk,Odijk,Utrecht,"",Nederland
2616,Odoorn,Odoorn,Drenthe,"",Nederland
2617,Odoornerveen,Odoorn,Drenthe,"",Nederland
2620,Oeffelt,Oeffelt,Noord-Brabant,"",Nederland
2621,Oegstgeest,Oegstgeest,Zuid-Holland,"",Nederland
2622,Oene,Epe,Gelderland,"",Nederland
2623,Oenkerk,Tietjerksteradeel,Friesland,"",Nederland
2624,Oerle,Veldhoven,Noord-Brabant,"",Nederland
2625,Oostburg,Oostburg,Zeeland,"",Nederland
2628,Offingawier,Wymbritseradeel,Friesland,"",Nederland
2629,Ohé en Laak,Ohé en Laak,Limburg,"",Nederland
2630,Oijen,Oijen en Teeffelen,Noord-Brabant,"",Nederland
2631,Oijen en Teeffelen,Oijen en Teeffelen,Noord-Brabant,"",Nederland
2632,Oirsbeek,Oirsbeek,Limburg,"",Nederland
2633,Oirschot,Oirschot,Noord-Brabant,"",Nederland
2634,Oisterwijk,Oisterwijk,Noord-Brabant,"",Nederland
2635,Oldeberkoop,Ooststellingwerf,Friesland,"",Nederland
2636,Oldeboorn,Utingeradeel,Friesland,"",Nederland
2637,Oldebroek,Oldebroek,Gelderland,"",Nederland
2638,Oldeferd,Hemelumer Oldeferd,Friesland,"",Nederland
2639,Oldeholtpade,Weststellingwerf,Friesland,"",Nederland
2640,Oldeholtwolde,Weststellingwerf,Friesland,"",Nederland
2641,Oldehove,Oldehove,Groningen,"",Nederland
2642,Oldekerk,Oldekerk,Groningen,"",Nederland
2643,Oldeklooster,Wonseradeel,Friesland,"",Nederland
2644,Oldelamer,Weststellingwerf,Friesland,"",Nederland
2645,Oldemarkt,Oldemarkt,Overijssel,"",Nederland
2646,Oldenboorn,Utingeradeel,Friesland,"",Nederland
2649,Oldendiever,Diever,Drenthe,"",Nederland
2650,Oldenzaal,Oldenzaal,Overijssel,"",Nederland
2651,Oldeouwer,Doniawerstal,Friesland,"",Nederland
2653,Oldetrijne,Weststellingwerf,Friesland,"",Nederland
2655,Olst,Olst,Overijssel,"",Nederland
2656,Olterterp,Opsterland,Friesland,"",Nederland
2657,Ommen,Ommen,Overijssel,"",Nederland
2658,Ommen Ambt,Ommen Ambt,Overijssel,"",Nederland
2659,Ommen Stad,Ommen Stad,Overijssel,"",Nederland
2660,Ommeren,Lienden,Gelderland,"",Nederland
2661,Ommeren,Rhenen,Utrecht,"",Nederland
2662,Ommerschans,Ommen,Overijssel,"",Nederland
2731,Unknown,Hemelumer Oldeferd,Friesland,"",Nederland
2779,Unknown,Leeuwarderadeel,Friesland,"",Nederland
2784,Schenkenschans,Menaldumadeel,Friesland,"",Nederland
2833,Onderbanken,Onderbanken,Limburg,"",Nederland
2834,Onderdendam,Bedum,Groningen,"",Nederland
2835,Onderdijk,Wervershoof,Noord-Holland,"",Nederland
2837,Unknown,Unknown,Unknown,"",Unknown
2837,Onstwedde,Onstwedde,Groningen,"",Nederland
2840,Onwaard,Onwaard,Zuid-Holland,"",Nederland
2841,Persingen,Ubbergen,Gelderland,"",Nederland
2842,Ooij,Ubbergen,Gelderland,"",Nederland
2843,Ooltgensplaat,Ooltgensplaat,Zuid-Holland,"",Nederland
2844,Oost- en West-Barendrecht,Oost- en West-Barendrecht,Zuid-Holland,"",Nederland
2845,Oost- en West-Souburg,Oost- en West-Souburg,Zeeland,"",Nederland
2846,Oost- West- en Middelbeers,Oost- West- en Middelbeers,Noord-Brabant,"",Nederland
2849,Oostburg,Oostburg,Zeeland,"",Nederland
2850,Oostdongeradeel,Oostdongeradeel,Friesland,"",Nederland
2851,Oostendam,Ridderkerk,Zuid-Holland,"",Nederland
2852,Oosterbeek,Arnhem,Gelderland,"",Nederland
2853,Oosterbeek,Renkum,Gelderland,"",Nederland
2854,Oosterbierum,Barradeel,Friesland,"",Nederland
2855,Oosterblokker,Blokker,Noord-Holland,"",Nederland
2856,Oosterbroek,Eelde,Drenthe,"",Nederland
2858,Oosterend,Hennaarderadeel,Friesland,"",Nederland
2859,Oosterhesselen,Oosterhesselen,Drenthe,"",Nederland
2860,Oosterhout,Oosterhout,Noord-Brabant,"",Nederland
2861,Oosterhout,Valburg,Gelderland,"",Nederland
2862,Oosterland,Oosterland,Zeeland,"",Nederland
2863,Oosterlittens,Baarderadeel,Friesland,"",Nederland
2864,Oostermeer,Tietjerksteradeel,Friesland,"",Nederland
2865,Oosternijkerk,Oostdongeradeel,Friesland,"",Nederland
2866,Oosterveen,Emmen,Drenthe,"",Nederland
2867,Oosterwierum,Baarderadeel,Friesland,"",Nederland
2868,Oosterwijlwerd,Zandt 't,Groningen,"",Nederland
2869,Oosterwolde,Ooststellingwerf,Friesland,"",Nederland
2870,Oosterzee,Lemsterland,Friesland,"",Nederland
2871,Oostflakkee,Oostflakkee,Zuid-Holland,"",Nederland
2872,Oosthem,Wymbritseradeel,Friesland,"",Nederland
2873,Oosthuizen,Oosthuizen,Noord-Holland,"",Nederland
2874,Oostkapelle,Oostkapelle,Zeeland,"",Nederland
2875,Oostrum,Oostdongeradeel,Friesland,"",Nederland
2876,Oost-Souburg,Oost-Souburg,Zeeland,"",Nederland
2877,Ooststellingwerf,Ooststellingwerf,Friesland,"",Nederland
2878,Oostvoorne,Oostvoorne,Zuid-Holland,"",Nederland
2879,Oostwold,Midwolda,Groningen,"",Nederland
2880,Oostwoud,Midwoud,Noord-Holland,"",Nederland
2881,Oostzaan,Oostzaan,Noord-Holland,"",Nederland
2882,Ootmarsum,Ootmarsum,Overijssel,"",Nederland
2883,Opeinde,Smallingerland,Friesland,"",Nederland
2884,Opende,Grootegast,Groningen,"",Nederland
2885,Ophemert,Ophemert,Gelderland,"",Nederland
2886,Opheusden,Kesteren,Gelderland,"",Nederland
2888,Opijnen,Est en Opijnen,Gelderland,"",Nederland
2889,Oploo,"Oploo, Sint Anthonis en Ledeacker",Noord-Brabant,"",Nederland
2890,"Oploo, Sint Anthonis en Ledeacker","Oploo, Sint Anthonis en Ledeacker",Noord-Brabant,"",Nederland
2891,Opmeer,Opmeer,Noord-Holland,"",Nederland
2892,Oppenhuizen,Wymbritseradeel,Friesland,"",Nederland
2893,Opperdoes,Opperdoes,Noord-Holland,"",Nederland
2894,Opsterland,Opsterland,Friesland,"",Nederland
2895,Opwierde,Appingedam,Groningen,"",Nederland
2898,Oranjewoud,Heerenveen,Friesland,"",Nederland
2899,Oranjewoud,Schoterland,Friesland,"",Nederland
2901,Orthen,'s-Hertogenbosch,Noord-Brabant,"",Nederland
2902,Orvelte,Westerbork,Drenthe,"",Nederland
2903,Orvelterbrug,Westerbork,Drenthe,"",Nederland
2904,Osdorp,Sloten (NH),Noord-Holland,"",Nederland
2905,Osdorp en de Vrije Geer,Sloten (NH),Noord-Holland,"",Nederland
2908,Oss,Oss,Noord-Brabant,"",Nederland
2909,Ossendrecht,Ossendrecht,Noord-Brabant,"",Nederland
2910,Ossenisse,Ossenisse,Zeeland,"",Nederland
2911,Oudehorne,Schoterland,Friesland,"",Nederland
2912,Overleek,Monnickendam,Noord-Holland,"",Nederland
2916,Oterleek,Oterleek,Noord-Holland,"",Nederland
2918,Otterlo,Ede (Ge),Gelderland,"",Nederland
2919,Ottersum,Ottersum,Limburg,"",Nederland
2920,Ottoland,Ottoland,Zuid-Holland,"",Nederland
2921,Oud- en Nieuw-Gastel,Oud- en Nieuw-Gastel,Noord-Brabant,"",Nederland
2922,Oud- en Nieuw-Mathenesse,Oud- en Nieuw-Mathenesse,Zuid-Holland,"",Nederland
2923,Oud Sint Joosland,Nieuw- en Sint Joosland,Zeeland,"",Nederland
2924,Oud-Alblas,Oud-Alblas,Zuid-Holland,"",Nederland
2925,Oud-Beijerland,Oud-Beijerland,Zuid-Holland,"",Nederland
2926,Oud-Capelle,Capelle aan den Ijssel,Zuid-Holland,"",Nederland
2927,Ouddorp,Ouddorp (ZH),Zuid-Holland,"",Nederland
2928,Oude Lede,Pijnacker,Zuid-Holland,"",Nederland
2929,Oude Niedorp,Oude Niedorp,Noord-Holland,"",Nederland
2930,Oude Pekela,Oude Pekela,Groningen,"",Nederland
2931,Oude Wetering,Alkemade,Zuid-Holland,"",Nederland
2932,Oudebildtzijl,Het Bildt,Friesland,"",Nederland
2933,Oudega,Hemelumer Oldeferd,Friesland,"",Nederland
2935,Oudega,Smallingerland,Friesland,"",Nederland
2936,Oudega,Wymbritseradeel,Friesland,"",Nederland
2937,Oudehaske,Haskerland,Friesland,"",Nederland
2938,Oudehorne,Heerenveen,Friesland,"",Nederland
2939,Oudehorne,Schoterland,Friesland,"",Nederland
2940,Oudelande,Oudelande,Zeeland,"",Nederland
2941,Oude-Leije,Ferwerderadeel,Friesland,"",Nederland
2942,Oudemirdum,Gaasterland,Friesland,"",Nederland
2944,Oudenbosch,Oudenbosch,Noord-Brabant,"",Nederland
2945,Oudendijk,Oudendijk,Noord-Holland,"",Nederland
2946,Oudenhoorn,Oudenhoorn,Zuid-Holland,"",Nederland
2947,Oudenrijn,Oudenrijn,Utrecht,"",Nederland
2948,Ouder-Amstel,Ouder-Amstel,Noord-Holland,"",Nederland
2949,Ouderkerk,Ouderkerk,Zuid-Holland,"",Nederland
2950,Ouderkerk aan de Amstel,Ouder-Amstel,Noord-Holland,"",Nederland
2951,Ouderkerk aan den Ijssel,Ouderkerk aan den IJssel,Zuid-Holland,"",Nederland
2953,Oudeschild,Texel,Noord-Holland,"",Nederland
2954,Oudeschoot,Heerenveen,Friesland,"",Nederland
2955,Oudeschoot,Schoterland,Friesland,"",Nederland
2956,Oude-Tonge,Oude-Tonge,Zuid-Holland,"",Nederland
2957,Oudewaard,Kesteren,Gelderland,"",Nederland
2958,Oudewater,Oudewater,Utrecht,"",Nederland
2959,Oud-Gastel,Oud- en Nieuw-Gastel,Noord-Brabant,"",Nederland
2960,Oudheusden,Oudheusden,Noord-Brabant,"",Nederland
2961,Oudhuizen,Oudhuizen,Utrecht,"",Nederland
2962,Oudkarspel,Oudkarspel,Noord-Holland,"",Nederland
2963,Oudkerk,Tietjerksteradeel,Friesland,"",Nederland
2964,Oud-Leusden,Leusden,Utrecht,"",Nederland
2965,Oud-Loosdrecht,Loosdrecht,Utrecht,"",Nederland
2966,Oudorp,Oudorp (NH),Noord-Holland,"",Nederland
2967,Oud-Over,Loosdrecht,Utrecht,"",Nederland
2968,Oud-Reeuwijk,Reeuwijk,Zuid-Holland,"",Nederland
2970,Oudshoorn,Oudshoorn,Zuid-Holland,"",Nederland
2971,Oud-Valkenburg,Oud-Valkenburg,Limburg,"",Nederland
2972,Oud-Valkenburg,Schin op Geul,Limburg,"",Nederland
2973,Oud-Vossemeer,Oud-Vossemeer,Zeeland,"",Nederland
2974,Oud-Vroenhoven,Oud-Vroenhoven,Limburg,"",Nederland
2975,Oudwoude,Kollumerland en Nieuwkruisland,Friesland,"",Nederland
2976,Oud-Wulven,Oud-Wulven,Utrecht,"",Nederland
2977,Oukoop,Reeuwijk,Zuid-Holland,"",Nederland
2978,Ouwerkerk,Ouwerkerk (Ze),Zeeland,"",Nederland
2979,Ouwsterhaule,Doniawerstal,Friesland,"",Nederland
2980,Overasselt,Overasselt,Gelderland,"",Nederland
2981,Overbetuwe,Overbetuwe,Gelderland,"",Nederland
2982,Overlangbroek,Langbroek,Utrecht,"",Nederland
2983,Overloon,Boxmeer,Noord-Brabant,"",Nederland
2984,Overschie,Overschie,Zuid-Holland,"",Nederland
2986,Overslag,Overslag,Zeeland,"",Nederland
2987,Overveen,Bloemendaal (NH),Noord-Holland,"",Nederland
2988,Ovezande,Ovezande,Zeeland,"",Nederland
2990,Paasloo,Oldemarkt,Overijssel,"",Nederland
2993,Paesens,Oostdongeradeel,Friesland,"",Nederland
2998,Pannerden,Pannerden,Gelderland,"",Nederland
3000,Papekop,Papekop,Zuid-Holland,"",Nederland
3003,Papendrecht,Papendrecht,Zuid-Holland,"",Nederland
3004,Papenvoort,Rolde,Drenthe,"",Nederland
3007,Parrega,Wonseradeel,Friesland,"",Nederland
3012,Paterswolde,Eelde,Drenthe,"",Nederland
3013,Peins,Franekeradeel,Friesland,"",Nederland
3014,Peize,Peize,Drenthe,"",Nederland
3016,Pekela,Pekela,Groningen,"",Nederland
3017,Peperga,Weststellingwerf,Friesland,"",Nederland
3019,Pernis,Pernis,Zuid-Holland,"",Nederland
3020,Pernis,Rotterdam,Zuid-Holland,"",Nederland
3021,Pesse,Ruinen,Drenthe,"",Nederland
3022,Petten,Petten,Noord-Holland,"",Nederland
3023,Peursum,Peursum,Zuid-Holland,"",Nederland
3028,Philippine,Philippine,Zeeland,"",Nederland
3029,Piaam,Wonseradeel,Friesland,"",Nederland
3030,Piershil,Piershil,Zuid-Holland,"",Nederland
3031,Pieterburen,Eenrum,Groningen,"",Nederland
3032,Pietersbierum,Barradeel,Friesland,"",Nederland
3033,Pieterzijl,Grijpskerk,Groningen,"",Nederland
3034,Pijnacker,Pijnacker,Zuid-Holland,"",Nederland
3035,Pingjum,Wonseradeel,Friesland,"",Nederland
3038,Poederoijen,Poederoijen,Gelderland,"",Nederland
3039,Poeldijk,Monster,Zuid-Holland,"",Nederland
3042,Polsbroek,Polsbroek,Utrecht,"",Nederland
3044,Poortugaal,Poortugaal,Zuid-Holland,"",Nederland
3045,Poortvliet,Poortvliet,Zeeland,"",Nederland
3048,Poppingawier,Rauwerderhem,Friesland,"",Nederland
3051,Portengen,Ruwiel,Utrecht,"",Nederland
3054,Ressen,Bemmel,Gelderland,"",Nederland
3055,Posterholt,Posterholt,Limburg,"",Nederland
3063,Princenhage,Princenhage,Noord-Brabant,"",Nederland
3064,Prinsenbeek,Prinsenbeek,Noord-Brabant,"",Nederland
3067,Puiflijk,Druten,Gelderland,"",Nederland
3068,Purmerend,Purmerend,Noord-Holland,"",Nederland
3069,Puth,Schinnen,Limburg,"",Nederland
3070,Putte,Putte,Noord-Brabant,"",Nederland
3071,Putten,Putten,Gelderland,"",Nederland
3072,Puttershoek,Puttershoek,Zuid-Holland,"",Nederland
3074,Raalte,Raalte,Overijssel,"",Nederland
3074,Unknown,Unknown,Unknown,"",Unknown
3075,Raamsdonk,Raamsdonk,Noord-Brabant,"",Nederland
3076,Raamsdonksveer,Raamsdonk,Noord-Brabant,"",Nederland
3077,Raard,Westdongeradeel,Friesland,"",Nederland
3078,Rafelder,Gendringen,Gelderland,"",Nederland
3081,Randwijk,Heteren,Gelderland,"",Nederland
3084,Ransdorp,Amsterdam,Noord-Holland,"",Nederland
3085,Rheden,Rheden,Gelderland,"",Nederland
3087,Ratum,Winterswijk,Gelderland,"",Nederland
3088,Rauwerd,Rauwerderhem,Friesland,"",Nederland
3089,Rauwerderhem,Rauwerderhem,Friesland,"",Nederland
3090,Ravenstein,Ravenstein,Noord-Brabant,"",Nederland
3091,Ravenswaaij,Maurik,Gelderland,"",Nederland
3095,Reek,Reek,Noord-Brabant,"",Nederland
3098,Reeuwijk,Reeuwijk,Zuid-Holland,"",Nederland
3100,Reimerswaal,Reimerswaal,Zeeland,"",Nederland
3101,Reitsum,Ferwerderadeel,Friesland,"",Nederland
3102,Rekken,Eibergen,Gelderland,"",Nederland
3103,Renesse,Renesse,Zeeland,"",Nederland
3104,Renkum,Renkum,Gelderland,"",Nederland
3105,Renswoude,Renswoude,Utrecht,"",Nederland
3106,Ressen,Bemmel,Gelderland,"",Nederland
3107,Retranchement,Retranchement,Zeeland,"",Nederland
3109,Reusel,Reusel,Noord-Brabant,"",Nederland
3110,Reuver,Beesel,Limburg,"",Nederland
3111,Rheden,Rheden,Gelderland,"",Nederland
3116,Rhenen,Rhenen,Utrecht,"",Nederland
3119,Rhoon,Rhoon,Zuid-Holland,"",Nederland
3122,Ridderkerk,Ridderkerk,Zuid-Holland,"",Nederland
3123,Ried,Franekeradeel,Friesland,"",Nederland
3124,Riel,Alphen en Riel,Noord-Brabant,"",Nederland
3125,Rien,Hennaarderadeel,Friesland,"",Nederland
3126,Riethoven,Riethoven,Noord-Brabant,"",Nederland
3129,Rietveld,Rietveld,Zuid-Holland,"",Nederland
3130,Unknown,Unknown,Unknown,"",Unknown
3130,Rijckholt,Rijckholt,Limburg,"",Nederland
3131,Rijk,Haarlemmermeer,Noord-Holland,"",Nederland
3132,Rijkevoort,Beugen en Rijkevoort,Noord-Brabant,"",Nederland
3133,Rijnsaterwoude,Rijnsaterwoude,Zuid-Holland,"",Nederland
3134,Rijnsburg,Rijnsburg,Zuid-Holland,"",Nederland
3135,Rijnwoude,Rijnwoude,Zuid-Holland,"",Nederland
3136,Rijperkerk,Tietjerksteradeel,Friesland,"",Nederland
3137,Rijpwetering,Alkemade,Zuid-Holland,"",Nederland
3138,Rijs,Gaasterland,Friesland,"",Nederland
3139,Rijsbergen,Rijsbergen,Noord-Brabant,"",Nederland
3140,Rijsenburg,Rijsenburg,Utrecht,"",Nederland
3141,Rijsoord,Ridderkerk,Zuid-Holland,"",Nederland
3142,Roodeschool,Uithuizermeeden,Groningen,"",Nederland
3144,Rijssen,Rijssen,Overijssel,"",Nederland
3146,Rijswijk,Rijswijk (ZH),Zuid-Holland,"",Nederland
3147,Rijswijk,Maurik,Gelderland,"",Nederland
3148,Rijswijk,Rijswijk (NB),Noord-Brabant,"",Nederland
3149,Rijswijk,Rijswijk (ZH),Zuid-Holland,"",Nederland
3150,Rilland,Rilland,Zeeland,"",Nederland
3151,Rilland en Maire,Rilland,Zeeland,"",Nederland
3152,Rilland-Bath,Rilland-Bath,Zeeland,"",Nederland
3153,Rimburg,Ubach over Worms,Limburg,"",Nederland
3154,Rinsumageest,Dantumadeel,Friesland,"",Nederland
3156,Ritsumazijl,Menaldumadeel,Friesland,"",Nederland
3157,Ritthem,Ritthem,Zeeland,"",Nederland
3160,Rockanje,Rockanje,Zuid-Holland,"",Nederland
3161,Roden,Roden,Drenthe,"",Nederland
3162,Rossum,Hurwenen,Limburg,"",Nederland
3163,Roderwolde,Roden,Drenthe,"",Nederland
3164,Roelofarendsveen,Alkemade,Zuid-Holland,"",Nederland
3165,Roermond,Roermond,Limburg,"",Nederland
3166,Roggel,Roggel,Limburg,"",Nederland
3167,Roggel en Neer,Roggel en Neer,Limburg,"",Nederland
3168,Rohel,Schoterland,Friesland,"",Nederland
3169,Rolde,Rolde,Drenthe,"",Nederland
3170,Rolduc,Kerkrade,Limburg,"",Nederland
3172,Roodeschool,Uithuizermeeden,Groningen,"",Nederland
3173,Roodhuis,Hennaarderadeel,Friesland,"",Nederland
3174,Roodkerk,Dantumadeel,Friesland,"",Nederland
3175,Roordahuizum,Idaarderadeel,Friesland,"",Nederland
3176,Roosendaal,Roosendaal en Nispen,Noord-Brabant,"",Nederland
3177,Roosendaal en Nispen,Roosendaal en Nispen,Noord-Brabant,"",Nederland
3178,Roosteren,Roosteren,Limburg,"",Nederland
3180,Rosmalen,Rosmalen,Noord-Brabant,"",Nederland
3181,Rossum,Rossum,Gelderland,"",Nederland
3182,Rotstergaast,Schoterland,Friesland,"",Nederland
3183,Rotsterhaule,Schoterland,Friesland,"",Nederland
3184,Rotterdam,Rotterdam,Zuid-Holland,"",Nederland
3185,Rottevalle,Achtkarspelen,Friesland,"",Nederland
3186,Rottevalle,Smallingerland,Friesland,"",Nederland
3187,Rottevalle,Tietjerksteradeel,Friesland,"",Nederland
3188,Rottum,Kantens,Groningen,"",Nederland
3189,Rottum,Schoterland,Friesland,"",Nederland
3192,Rouveen,Staphorst,Overijssel,"",Nederland
3193,Roxenisse,Roxenisse,Zuid-Holland,"",Nederland
3194,Rozenburg,Rozenburg,Zuid-Holland,"",Nederland
3195,Rozendaal,Rozendaal (Ge),Gelderland,"",Nederland
3196,Rucphen,Rucphen,Noord-Brabant,"",Nederland
3200,Ruigahuizen,Gaasterland,Friesland,"",Nederland
3201,Ruigezand,Oldehove,Groningen,"",Nederland
3202,Ruigoord,Haarlemmerliede en Spaarnwoude,Noord-Holland,"",Nederland
3203,Ruinen,Ruinen,Drenthe,"",Nederland
3204,Ruinerwold,Ruinerwold,Drenthe,"",Nederland
3205,Ruischerbrug,Noorddijk,Groningen,"",Nederland
3206,Rumpen,Brunssum,Limburg,"",Nederland
3207,Rumpt,Deil,Gelderland,"",Nederland
3215,Ruurlo,Ruurlo,Gelderland,"",Nederland
3216,Ruwiel,Ruwiel,Utrecht,"",Nederland
3219,Saasveld,Weerselo,Overijssel,"",Nederland
3230,Sambeek,Sambeek,Noord-Brabant,"",Nederland
3233,Sandelingen Ambacht,Sandelingen Ambacht,Zuid-Holland,"",Nederland
3234,Sandfirden,Wymbritseradeel,Friesland,"",Nederland
3236,Santpoort,Bloemendaal (NH),Noord-Holland,"",Nederland
3237,Santpoort,Velsen,Noord-Holland,"",Nederland
3239,Sappemeer,Sappemeer,Groningen,"",Nederland
3240,Sas van Gent,Sas van Gent,Zeeland,"",Nederland
3241,Sassenheim,Sassenheim,Zuid-Holland,"",Nederland
3243,Schaapbulten,Delfzijl,Groningen,"",Nederland
3246,Schaarsbergen,Arnhem,Gelderland,"",Nederland
3247,Schaesberg,Schaesberg,Limburg,"",Nederland
3248,Schoonebeek,Schoonebeek,Drenthe,"",Nederland
3249,Schagen,Schagen,Noord-Holland,"",Nederland
3250,Schagerbrug,Zijpe,Noord-Holland,"",Nederland
3251,Schaijk,Schaijk,Noord-Brabant,"",Nederland
3252,Schaldeburen,Grootegast,Groningen,"",Nederland
3254,Schalkhaar,Deventer,Overijssel,"",Nederland
3255,Schalkwijk,Schalkwijk,Utrecht,"",Nederland
3256,Schalsum,Franekeradeel,Friesland,"",Nederland
3258,Scharl,Hemelumer Oldeferd,Friesland,"",Nederland
3259,Scharmer,Slochteren,Groningen,"",Nederland
3260,Scharnegoutum,Wymbritseradeel,Friesland,"",Nederland
3261,Scharsterbrug,Doniawerstal,Friesland,"",Nederland
3262,Scharwoude,Koggenland,Noord-Holland,"",Nederland
3263,Scheemda,Scheemda,Groningen,"",Nederland
3264,Schellingwoude,Ransdorp,Noord-Holland,"",Nederland
3265,Schoten,Schoten,Noord-Holland,"",Nederland
3266,Schellinkhout,Schellinkhout,Noord-Holland,"",Nederland
3267,Schelluinen,Schelluinen,Zuid-Holland,"",Nederland
3268,Schermer,Schermer,Noord-Holland,"",Nederland
3269,Schermerhorn,Schermerhorn,Noord-Holland,"",Nederland
3270,Scherpenisse,Scherpenisse,Zeeland,"",Nederland
3271,Scherpenzeel,Scherpenzeel,Gelderland,"",Nederland
3272,Scherpenzeel,Weststellingwerf,Friesland,"",Nederland
3273,Schettens,Wonseradeel,Friesland,"",Nederland
3274,Scheveningen,'s-Gravenhage,Zuid-Holland,"",Nederland
